X	Y	T	realZxx	imagZxx	realZxy	imagZxy	realZyx	imagZyx	realZyy	imagZyy	Rho	KR	Rho_real
-142000	-22000	1	1.25E-05	-9.53E-06	0.0176509	-0.00414626	-0.0157266	0.00371776	3.60E-06	2.33E-06	37.1095	1.056504236	35.1248
-122000	-22000	1	1.39E-06	-4.54E-06	0.0123177	-0.00478858	-0.0119669	0.004876	4.57E-06	7.59E-06	21.629	1.027320484	21.0538
-102000	-22000	1	-6.94E-06	1.37E-05	0.00959647	-0.00554076	-0.00954149	0.0054414	6.10E-06	-9.27E-06	15.4155	1.013184444	15.2149
-82000	-22000	1	1.79E-05	1.04E-05	0.00503557	-0.00295538	-0.00496336	0.00293505	4.92E-06	6.57E-06	4.26405	0.277526115	15.3645
-62000	-22000	1	-8.88E-05	8.14E-05	0.0123622	-0.00498665	-0.0119491	0.0050957	4.37E-05	-3.44E-05	21.9304	1.021187033	21.4754
-42000	-22000	1	-8.98E-05	5.75E-05	0.0178582	-0.00442806	-0.0157554	0.00396066	1.99E-05	7.90E-06	37.8564	1.055301261	35.8726
-22000	-22000	1	-8.93E-05	3.08E-05	0.022454	-0.00418746	-0.0121578	0.00262864	6.11E-05	-3.18E-06	35.9827	0.59026642	60.9601
-2000	-22000	1	-0.000261756	0.000132476	0.0337532	-0.007343	-0.044173	0.00910157	0.000846498	-0.000363975	197.28	3.19981834	61.6535
18000	-22000	1	-0.000203542	0.000251444	0.0221908	-0.00575865	-0.0221719	0.00452195	0.000279259	-0.00034517	65.699	1.052268257	62.4356
38000	-22000	1	-0.000196968	0.000334389	0.0183747	-0.0053851	-0.0264812	0.00517828	0.000451887	-0.000690698	65.4342	0.741615287	88.232
58000	-22000	1	-0.000362902	0.00145695	0.0601206	-0.0198327	-0.043834	0.0134685	0.000123425	-0.00182251	367.885	1.141245339	322.354
78000	-22000	1	0.000198309	0.00429937	0.184968	-0.0739924	-0.125606	0.0602479	-0.000946194	-0.00416301	3516.89	4.990556386	704.709
98000	-22000	1	0.000255164	0.000773427	0.0706758	-0.025281	-0.0673532	0.0294089	-0.000307748	-0.000388755	698.727	1.256219728	556.214
118000	-22000	1	8.94E-05	-5.24E-05	0.0123396	-0.00338748	-0.0261504	0.00540235	0.000343423	0.000740186	43.2807	0.132399394	326.895
138000	-22000	1	1.94E-05	-0.000139685	0.0335998	-0.00718834	-0.0290844	0.00292025	-0.000149148	0.000410525	127.21	1.13604701	111.976
-142000	-2000	1	-7.91E-06	-1.73E-06	0.00909219	-0.00225654	-0.0157134	0.00370046	6.39E-06	2.68E-06	19.1535	0.5449525	35.1471
-122000	-2000	1	1.97E-05	-2.68E-06	0.0123397	-0.00481462	-0.0065348	0.00268694	6.19E-06	-2.56E-06	11.8532	0.561414477	21.1131
-102000	-2000	1	-4.67E-05	1.61E-05	0.00958465	-0.00562558	-0.00951959	0.0054881	3.34E-05	-2.14E-05	15.4664	1.007281206	15.3546
-82000	-2000	1	-7.36E-05	2.82E-05	0.00950039	-0.00591516	-0.00936647	0.00580238	6.17E-05	1.54E-05	15.6167	0.990706202	15.7632
-62000	-2000	1	-5.48E-05	0.000276131	0.0121008	-0.00566581	-0.0117245	0.00551459	1.61E-05	-0.000156656	21.9282	0.995397102	22.0296
-42000	-2000	1	-3.16E-05	0.000422185	0.017519	-0.00535069	-0.0154869	0.00442802	-6.34E-06	-0.000207729	37.3781	1.030898179	36.2578
-22000	-2000	1	-0.00022258	0.000272363	0.0223431	-0.00484896	-0.022019	0.00512299	0.000112742	-0.000158785	65.4609	1.06666482	61.3697
-2000	-2000	1	-0.000179003	0.000111969	0.0225113	-0.00488706	-0.0221847	0.00455881	0.000109701	-7.89E-05	66.0735	1.070114974	61.7443
18000	-2000	1	-0.000160507	0.000111038	0.022327	-0.00551019	-0.0221914	0.00430998	0.00013223	-0.000131309	65.8397	1.059425616	62.1466
38000	-2000	1	-0.000296131	0.000358941	0.0389809	-0.011061	-0.0391874	0.00745169	0.000282523	-0.000302125	204.701	2.333245566	87.7323
58000	-2000	1	-0.000325947	0.000730078	0.059874	-0.0196778	-0.0437156	0.013575	0.000124684	-0.000552395	365.4	1.132436847	322.667
78000	-2000	1	-0.000295958	0.0010673	0.092577	-0.0361139	-0.0622762	0.0310028	-7.01E-05	-0.000680519	875.586	1.231873333	710.776
98000	-2000	1	0.000154011	0.00051951	0.0702941	-0.0258939	-0.0658587	0.0310365	-0.000165792	-0.000611052	690.796	1.237404659	558.262
118000	-2000	1	-0.00019536	6.30E-05	0.059648	-0.0166337	-0.0492187	0.0123115	0.000144185	-0.000307161	397.897	1.215984867	327.222
138000	-2000	1	-3.83E-05	-2.58E-05	0.0334659	-0.00734213	-0.0291557	0.00294856	5.84E-05	-2.15E-05	127.161	1.13554857	111.982
-142000	18000	1	-2.57E-05	9.62E-06	0.0177141	-0.0041704	-0.015688	0.00372129	1.35E-05	7.17E-06	37.1617	1.056453424	35.1759
-122000	18000	1	-4.04E-05	5.70E-06	0.0181994	-0.00728188	-0.0230357	0.00950283	8.30E-05	7.45E-05	61.8643	2.922428291	21.1688
-102000	18000	1	-1.77E-05	-3.28E-05	0.00954965	-0.0057644	-0.0094582	0.00560833	1.41E-05	1.60E-05	15.5345	1.000573247	15.5256
-82000	18000	1	-6.92E-05	2.53E-06	0.0094736	-0.00613493	-0.00932544	0.0059113	7.29E-05	-4.49E-06	15.7826	0.983566305	16.0463
-62000	18000	1	-6.22E-05	9.96E-05	0.00660204	-0.00329134	-0.0116305	0.005702	0.000100488	-0.000145027	12.1008	0.539047152	22.4485
-42000	18000	1	-0.000132352	0.000478079	0.0172101	-0.00622844	-0.0151248	0.0050308	0.000118889	-0.000338653	36.955	1.009327161	36.6135
-22000	18000	1	-8.77E-05	0.000786608	0.0213952	-0.00657881	-0.0210935	0.00622974	-8.46E-06	-0.000645942	62.4026	1.033715273	60.3673
-2000	18000	1	-0.000175842	0.000978169	0.0353373	-0.010342	-0.0283453	0.00705603	-2.83E-05	-0.000598346	136.275	2.216423081	61.4842
18000	18000	1	-0.000138951	0.000290748	0.0221871	-0.00607152	-0.0219831	0.00455324	2.30E-05	-0.000102347	65.4056	1.049416212	62.3257
38000	18000	1	-0.000108631	0.000145722	0.0264343	-0.00725722	-0.0265187	0.00474103	-1.79E-05	0.000164119	93.5266	1.065822912	87.7506
58000	18000	1	-0.000319637	-5.23E-06	0.0602708	-0.0192209	-0.0439904	0.0129117	0.000370144	0.00101409	367.337	1.145204685	320.761
78000	18000	1	-0.000550904	-0.000298255	0.0898621	-0.0357958	-0.0628486	0.0297847	0.000833066	0.00104293	852.103	1.223561627	696.412
98000	18000	1	-0.000572992	-0.000173195	0.0683729	-0.0261282	-0.0663204	0.0299419	0.000202411	-0.000369429	674.531	1.227875591	549.348
118000	18000	1	-3.70E-05	0.000119969	0.0253058	-0.00719408	-0.0496508	0.0120871	-0.000541634	-0.00165598	170.293	0.522743179	325.768
138000	18000	1	-6.99E-05	0.000132336	0.0335501	-0.00729065	-0.0291469	0.00290514	0.000225187	-0.000492326	127.372	1.135982163	112.125
-142000	38000	1	-4.30E-05	5.72E-05	0.0176792	-0.00419342	-0.015695	0.00374021	5.98E-05	-2.58E-06	37.1286	1.0562992	35.1497
-122000	38000	1	-3.82E-05	0.00018168	0.0238597	-0.00914923	-0.0175147	0.00727305	0.000437272	3.31E-05	61.3691	2.908874163	21.0972
-102000	38000	1	-2.50E-05	-4.05E-06	0.0091845	-0.00513608	-0.0100757	0.00541779	4.01E-05	-3.17E-05	15.2465	1.006436068	15.149
-82000	38000	1	-6.72E-06	4.58E-05	0.00911485	-0.00551971	-0.00997183	0.00566508	3.84E-05	-7.35E-05	15.4779	0.991956881	15.6034
-62000	38000	1	-7.13E-05	5.99E-05	0.0121098	-0.00600244	-0.0116335	0.00562252	9.92E-05	-0.000188151	22.1164	0.985574931	22.4401
-42000	38000	1	-0.000156899	0.000267757	0.0172042	-0.00639873	-0.0150397	0.00512309	0.000174644	-0.000346782	36.9349	1.002102699	36.8574
-22000	38000	1	-0.000240751	0.00054177	0.0213001	-0.00702412	-0.0206778	0.00674358	0.000208805	-0.000565024	61.789	1.014302904	60.9177
-2000	38000	1	-0.000154812	0.000732653	0.0212092	-0.00758822	-0.0207585	0.00629764	7.43E-05	-0.000635794	61.9224	1.011795655	61.2005
18000	38000	1	0.000245516	0.00154872	0.0407112	-0.0154974	-0.0308449	0.00849167	0.000176785	-0.000697708	176.612	2.898362356	60.9351
38000	38000	1	0.000312879	0.000432568	0.0252116	-0.00878203	-0.0256994	0.00548854	-0.000169839	0.000377392	88.8296	1.040671056	85.358
58000	38000	1	-0.000655719	-0.0020166	0.120452	-0.0424014	-0.0662347	0.0195712	0.00269047	0.00381108	1118.2	3.555123167	314.532
78000	38000	1	-0.00904688	-0.00134075	0.059192	-0.0187956	-0.0734194	0.0303898	-0.00164435	0.00248663	628.425	1.216998178	516.373
98000	38000	1	0.00158174	0.000284265	0.0581166	-0.0175666	-0.0810407	0.0306353	0.000858587	-0.00058295	666.402	1.265800136	526.467
118000	38000	1	0.000964518	0.00135438	0.0589285	-0.0160916	-0.0497605	0.0112447	-0.00409833	-0.00291866	395.185	1.216564	324.837
138000	38000	1	-0.000120059	0.000956898	0.0656568	-0.0139722	-0.0564925	0.00567757	0.000487579	-0.00231799	482.936	4.30075429	112.291
-142000	58000	1	-8.79E-06	0.000299427	0.0177047	-0.00411448	-0.0085717	0.00203187	2.29E-05	-4.58E-05	20.2806	0.580102058	34.9604
-122000	58000	1	-3.18E-05	6.42E-05	0.0125578	-0.00433269	-0.0134239	0.00445555	2.10E-05	-0.000143503	23.7972	1.035687551	22.9772
-102000	58000	1	-1.64E-05	-1.30E-05	0.0125974	-0.00439043	-0.0134474	0.00457189	4.12E-05	-1.01E-05	23.9979	1.033363332	23.2231
-82000	58000	1	5.06E-05	-2.94E-05	0.012629	-0.0045605	-0.0134362	0.00468842	-1.93E-05	1.08E-06	24.2002	1.02811576	23.5384
-62000	58000	1	-1.63E-05	-1.71E-05	0.0125354	-0.00498664	-0.0133142	0.00486304	8.87E-05	-2.32E-05	24.219	1.015808171	23.8421
-42000	58000	1	-7.90E-05	-1.54E-05	0.0172562	-0.00601431	-0.0152224	0.00467615	0.000122275	-0.000317492	36.8532	1.018142638	36.1965
-22000	58000	1	-4.70E-05	0.000209597	0.011644	-0.00382936	-0.0208111	0.00640059	0.000128913	-0.000633637	33.8102	0.558586838	60.5281
-2000	58000	1	-0.000114028	0.000561563	0.0210957	-0.00756701	-0.0206425	0.00635745	0.000130771	-0.000555369	61.329	1.003050251	61.1425
18000	58000	1	-3.92E-05	0.000469605	0.0207058	-0.00802609	-0.0206303	0.00612599	5.65E-05	-0.000252376	60.5365	0.994405121	60.8771
38000	58000	1	7.96E-05	-8.24E-05	0.0241833	-0.00935542	-0.0244217	0.00688564	0.000229849	0.000706877	83.3338	1.0109387	82.4321
58000	58000	1	-0.00387773	-0.00260935	0.0336216	-0.00947482	-0.035663	0.0119712	0.0021706	0.00189794	167.002	1.078914896	154.787
78000	58000	1	-0.00119334	-0.00181423	0.0355485	-0.00665883	-0.0381252	0.0113417	-1.73E-05	0.000541131	182.348	1.116828869	163.273
98000	58000	1	0.000218597	0.000263973	0.0367584	-0.00543613	-0.0394352	0.0101076	0.000172442	-0.00021834	191.598	1.152143454	166.297
118000	58000	1	0.00205012	0.00226725	0.0371804	-0.00517358	-0.0392534	0.00914506	2.48E-05	-0.00138882	192.126	1.168734944	164.388
138000	58000	1	0.000530577	0.00148752	0.0339067	-0.00615994	-0.0286937	0.00338785	-0.000585839	-0.0020165	126.505	1.135724995	111.387
-142000	78000	1	-9.97E-05	0.000243507	0.0191616	-0.00371432	-0.0115002	0.00220366	-0.000108001	-0.00040457	28.9581	0.560297891	51.6834
-122000	78000	1	-3.24E-05	5.73E-05	0.0190986	-0.00400432	-0.0220234	0.00408983	6.44E-05	-0.00013881	55.361	1.068763743	51.7991
-102000	78000	1	3.05E-06	-4.26E-06	0.0191568	-0.00404625	-0.0220554	0.00412464	1.85E-05	-9.83E-06	55.6405	1.068601938	52.0685
-82000	78000	1	1.68E-06	-4.70E-05	0.0191992	-0.00410442	-0.0220028	0.0042083	8.29E-06	4.23E-05	55.7029	1.064948944	52.3057
-62000	78000	1	4.13E-06	-8.54E-05	0.0191759	-0.00424868	-0.0220499	0.00432858	2.60E-05	0.000116752	55.8986	1.06297576	52.5869
-42000	78000	1	-2.83E-05	-0.000147823	0.0135153	-0.00307558	-0.0219492	0.00463318	0.000389685	0.000424695	39.3904	0.742363477	53.0608
-22000	78000	1	-5.89E-05	3.69E-05	0.021957	-0.00556856	-0.0117988	0.00285159	3.31E-05	-0.00019387	34.8243	0.572088737	60.8722
-2000	78000	1	0.000124063	0.00051362	0.0212089	-0.00674969	-0.0211348	0.00557567	-4.55E-05	-0.000590519	61.6533	1.020297285	60.4268
18000	78000	1	6.99E-05	0.000307395	0.0207167	-0.00734017	-0.0208215	0.0059103	7.22E-05	-0.000246904	60.2569	1.002093762	60.131
38000	78000	1	-0.000571888	-0.000706981	0.0217425	-0.00629063	-0.0241986	0.00770124	0.000183893	0.000299682	72.8299	0.999298857	72.881
58000	78000	1	-0.000345963	-0.00119042	0.0221772	-0.00478118	-0.024375	0.00786749	0.000224346	0.000402402	73.6646	1.017854873	72.3724
78000	78000	1	4.34E-05	-0.000329284	0.013679	-0.00192763	-0.0263391	0.00631341	-7.81E-05	8.18E-05	47.3892	0.632976791	74.8672
98000	78000	1	-2.51E-05	3.06E-05	0.02338	-0.00269098	-0.026728	0.005591	5.19E-05	-0.000100904	81.3914	1.089976779	74.6726
118000	78000	1	-8.52E-05	0.000802793	0.0309143	-0.00362806	-0.0351548	0.00696616	0.000168149	-0.0004445	141.317	1.903118288	74.2555
138000	78000	1	9.65E-05	0.000888934	0.023513	-0.00292963	-0.0267488	0.0047523	9.42E-05	-0.00058871	81.5929	1.097850394	74.3206
-142000	98000	1	-5.41E-05	2.27E-05	0.0221657	-0.00400362	-0.0220397	0.00388138	5.65E-05	-9.58E-05	63.8408	1.077169159	59.2672
-122000	98000	1	1.80E-06	3.71E-05	0.0222001	-0.00409965	-0.0220324	0.00384121	2.56E-05	-6.20E-05	63.946	1.076615361	59.3954
-102000	98000	1	4.38E-06	-4.15E-06	0.0222255	-0.00412403	-0.0220698	0.00383701	7.79E-06	-2.95E-06	64.1323	1.078455542	59.4668
-82000	98000	1	1.92E-05	-2.82E-05	0.022256	-0.00414292	-0.022083	0.00387559	-1.11E-05	3.09E-05	64.2836	1.079288327	59.5611
-62000	98000	1	6.28E-05	-4.06E-05	0.0222705	-0.00418114	-0.0221141	0.00392846	-5.64E-05	5.63E-05	64.4577	1.078858572	59.7462
-42000	98000	1	1.50E-05	-4.76E-05	0.0222785	-0.00419999	-0.0221287	0.00405998	1.19E-05	0.000107945	64.5993	1.077197189	59.9698
-22000	98000	1	5.19E-05	2.89E-05	0.0223383	-0.00431672	-0.0115794	0.00226714	2.20E-05	-1.54E-05	33.9998	0.56280344	60.4115
-2000	98000	1	-4.79E-05	9.70E-05	0.0221628	-0.00476539	-0.0219899	0.00452053	8.04E-05	-0.000127083	64.4556	1.058801498	60.876
18000	98000	1	4.16E-05	0.00013445	0.0217103	-0.00536438	-0.0216195	0.00500227	-1.19E-05	-0.000213521	62.8551	1.037709465	60.571
38000	98000	1	0.000124752	-8.36E-05	0.0211326	-0.00547261	-0.0114876	0.00313006	-4.92E-05	-8.64E-05	32.9174	0.560377246	58.7415
58000	98000	1	8.31E-05	-0.000331223	0.0215588	-0.00466439	-0.0213064	0.00555939	4.08E-05	2.14E-05	61.5171	1.035395638	59.4141
78000	98000	1	0.000107713	-0.00013428	0.0219435	-0.00401778	-0.022104	0.0047343	-1.56E-05	-3.38E-05	63.8679	1.064433067	60.0018
98000	98000	1	8.12E-06	3.66E-05	0.0219977	-0.00378291	-0.0221766	0.00446536	3.41E-05	-7.38E-05	63.9505	1.075125374	59.4819
118000	98000	1	-9.35E-05	0.000139765	0.0220347	-0.00372562	-0.0221593	0.00431941	9.71E-05	-8.71E-05	63.8981	1.080498701	59.1376
138000	98000	1	-0.000145955	0.000187103	0.0220798	-0.00373335	-0.0221357	0.00418423	0.000144894	-8.97E-05	63.8892	1.081908749	59.0523
-142000	118000	1	-2.60E-05	-3.93E-06	0.0221251	-0.00393702	-0.022081	0.00391078	3.78E-05	-7.39E-06	63.8248	1.077297271	59.2453
-122000	118000	1	-1.30E-05	1.81E-06	0.0221546	-0.00394883	-0.02209	0.00391274	2.47E-05	-4.53E-06	63.9397	1.079484465	59.2317
-102000	118000	1	6.28E-06	4.61E-07	0.0221738	-0.00394926	-0.0220705	0.00391456	2.20E-06	-2.07E-06	63.9395	1.078417813	59.2901
-82000	118000	1	2.13E-05	-3.67E-06	0.0221803	-0.00395769	-0.022096	0.0039189	-1.66E-05	6.07E-06	64.0356	1.080399458	59.2703
-62000	118000	1	4.93E-05	-3.11E-05	0.0408886	-0.00741998	-0.0315138	0.00572906	-6.71E-05	2.28E-05	168.581	2.841259194	59.3332
-42000	118000	1	1.60E-05	-3.10E-05	0.0221862	-0.00396802	-0.022126	0.00398065	-1.35E-05	4.33E-05	64.173	1.080097149	59.4141
-22000	118000	1	2.37E-05	-1.36E-05	0.0221922	-0.00401184	-0.0221561	0.00404473	-1.03E-05	1.45E-05	64.3287	1.078868147	59.6261
-2000	118000	1	-3.28E-06	-1.32E-05	0.0222082	-0.00410852	-0.0221505	0.00415254	2.03E-05	5.05E-06	64.4639	1.076519076	59.8818
18000	118000	1	-1.38E-05	-2.42E-06	0.0121464	-0.002325	-0.0121234	0.00237091	6.78E-05	-1.21E-05	19.3484	0.3213278	60.2139
38000	118000	1	2.76E-05	8.13E-06	0.0220301	-0.00428706	-0.0219753	0.00449478	-2.61E-05	-6.91E-05	63.7576	1.061683538	60.0533
58000	118000	1	0.000100214	-5.45E-06	0.0220226	-0.00416645	-0.0220623	0.00444616	-2.07E-05	-5.38E-05	63.8866	1.065630947	59.9519
78000	118000	1	5.79E-05	1.91E-05	0.0220545	-0.00403016	-0.0222239	0.00424241	3.73E-06	-4.71E-05	64.2444	1.074484579	59.7909
98000	118000	1	-1.69E-05	2.39E-05	0.0220708	-0.00396483	-0.0222571	0.00414348	4.30E-05	-2.35E-05	64.2971	1.080621713	59.5001
118000	118000	1	-0.000104986	7.98E-05	0.0429822	-0.00769161	-0.0428939	0.00803367	0.000471014	9.68E-05	241.33	4.066607913	59.3443
138000	118000	1	-7.07E-05	4.22E-05	0.0220898	-0.00392355	-0.0221826	0.00402518	6.48E-05	-1.32E-05	64.0606	1.080941622	59.2637
-142000	138000	1	3.29E-05	6.87E-06	0.0221425	-0.00392998	-0.0220992	0.00393791	-3.24E-05	-1.49E-05	63.9346	1.079828605	59.2081
-122000	138000	1	-3.64E-06	-2.23E-06	0.0221236	-0.00393645	-0.0220927	0.00393262	9.56E-06	1.14E-06	63.8641	1.078568666	59.2119
-102000	138000	1	4.12E-06	2.02E-06	0.0221388	-0.00391645	-0.0220512	0.00394516	-7.82E-08	-1.89E-06	63.7868	1.077263185	59.2119
-82000	138000	1	5.63E-06	-2.50E-07	0.0221276	-0.00392419	-0.02211	0.00393496	-3.50E-06	5.88E-06	63.919	1.079422925	59.2159
-62000	138000	1	2.22E-05	-1.17E-06	0.0290313	-0.0052419	-0.0357363	0.00642376	-2.64E-05	8.07E-06	135.662	2.289190375	59.262
-42000	138000	1	2.02E-05	-3.01E-06	0.022167	-0.00392868	-0.0155179	0.00280745	-1.31E-05	4.41E-06	44.9633	0.758421129	59.2854
-22000	138000	1	1.94E-05	-5.98E-06	0.0221327	-0.00395202	-0.0221595	0.00397728	-1.39E-05	8.83E-06	64.1072	1.079669298	59.3767
-2000	138000	1	5.12E-05	-6.16E-06	0.0221435	-0.00396191	-0.0221438	0.00401479	-4.11E-05	4.87E-06	64.1169	1.079118419	59.416
18000	138000	1	9.43E-06	-1.01E-05	0.0221451	-0.00398901	-0.0221753	0.00405579	3.51E-06	1.49E-06	64.2445	1.078972428	59.5423
38000	138000	1	5.65E-06	-6.33E-07	0.0115838	-0.00212233	-0.0222106	0.00410587	1.11E-05	-6.38E-06	33.6891	0.565309318	59.5941
58000	138000	1	5.40E-05	7.13E-05	0.0430788	-0.00778454	-0.0428219	0.00804689	0.000365208	6.65E-05	241.576	4.056828105	59.548
78000	138000	1	8.90E-06	2.47E-05	0.0221061	-0.00397618	-0.0222023	0.00402759	1.46E-05	-2.16E-05	64.1897	1.080247319	59.4213
98000	138000	1	-7.40E-06	5.72E-06	0.0120969	-0.00220506	-0.0222413	0.00399246	2.01E-05	-4.84E-06	35.1907	0.593107017	59.3328
118000	138000	1	-2.16E-05	9.94E-06	0.0221092	-0.00394723	-0.022195	0.00397504	2.16E-05	4.78E-07	64.1369	1.081811067	59.2866
138000	138000	1	-3.52E-05	-7.18E-07	0.0221123	-0.00394618	-0.0221637	0.00395273	2.77E-05	1.15E-05	64.0463	1.081090707	59.2423
-142000	-142000	2	2.43E-05	-1.22E-05	0.0214353	-0.00381932	-0.0213474	0.00377819	-3.03E-05	3.16E-05	119.563	1.112027753	107.518
-122000	-142000	2	8.84E-06	-1.48E-05	0.0214537	-0.00384386	-0.0213416	0.00375685	-1.46E-05	2.50E-05	119.635	1.112521505	107.535
-102000	-142000	2	-8.69E-05	-1.55E-05	0.0346913	-0.00627837	-0.0344586	0.00611277	7.85E-05	8.07E-06	312.524	2.904201243	107.611
-82000	-142000	2	-4.39E-05	5.34E-06	0.0214822	-0.0038802	-0.0213691	0.00375764	3.98E-05	-2.18E-05	119.974	1.114140579	107.683
-62000	-142000	2	-0.000132748	4.30E-05	0.0415308	-0.00760399	-0.0314315	0.00569381	9.73E-05	-8.06E-05	341.619	3.167479509	107.852
-42000	-142000	2	-2.69E-05	5.11E-05	0.0214566	-0.00390974	-0.0214427	0.00389157	3.31E-05	-7.45E-05	120.396	1.113839265	108.091
-22000	-142000	2	-9.97E-05	5.57E-05	0.0214485	-0.00392035	-0.0111991	0.00212177	5.50E-05	-4.52E-05	62.9513	0.581643722	108.23
-2000	-142000	2	-0.000228906	7.17E-05	0.0314802	-0.00584697	-0.0315367	0.00608258	0.000200154	-9.92E-05	260.477	2.4043217	108.337
18000	-142000	2	-0.000128161	3.79E-05	0.0213558	-0.00388628	-0.0214716	0.00407865	0.000114252	-4.95E-05	120.165	1.108257168	108.427
38000	-142000	2	-0.000187336	7.12E-05	0.0313536	-0.00573474	-0.0415701	0.00796196	0.000170988	-5.57E-05	341.717	3.156447441	108.26
58000	-142000	2	-6.21E-05	2.01E-05	0.0213087	-0.00379456	-0.0215074	0.00408499	4.73E-05	-7.63E-06	120.021	1.111058654	108.024
78000	-142000	2	-1.71E-05	-4.80E-06	0.0212935	-0.00376678	-0.0215073	0.00409277	5.08E-06	1.51E-05	119.919	1.111472584	107.892
98000	-142000	2	2.88E-05	-3.66E-05	0.0212884	-0.00375713	-0.0214956	0.00407734	-3.31E-05	3.71E-05	119.804	1.112293309	107.709
118000	-142000	2	3.05E-05	-3.20E-05	0.0111508	-0.00198729	-0.0215108	0.00404508	9.32E-07	5.79E-05	62.7972	0.583129353	107.69
138000	-142000	2	9.11E-05	-7.40E-05	0.0213277	-0.00378445	-0.0214617	0.00397632	-8.45E-05	6.16E-05	119.757	1.113117756	107.587
-142000	-122000	2	0.000127081	4.51E-06	0.0320975	-0.00588992	-0.0319253	0.00574012	-9.76E-05	0.000145549	268.126	2.494172147	107.501
-122000	-122000	2	1.73E-05	-3.91E-05	0.0214879	-0.00397555	-0.0213487	0.00368081	-3.01E-05	7.54E-05	119.916	1.113788139	107.665
-102000	-122000	2	3.69E-05	0.000250131	0.0426632	-0.00805178	-0.0317644	0.00586496	5.74E-06	2.82E-05	355.231	3.293567349	107.856
-82000	-122000	2	-0.000141637	6.21E-05	0.031652	-0.00604334	-0.0413424	0.00723283	9.54E-05	-9.39E-05	342.574	3.171071267	108.031
-62000	-122000	2	-0.00010247	7.28E-05	0.0215376	-0.00407226	-0.0213365	0.00379465	8.93E-05	-0.000120215	120.322	1.110750058	108.325
-42000	-122000	2	-0.000142916	0.000119995	0.0214465	-0.00409701	-0.0213585	0.00397593	0.000123369	-0.000179149	120.154	1.107593887	108.482
-22000	-122000	2	-0.000179529	0.000151694	0.0212856	-0.00414409	-0.02127	0.00423179	0.000171786	-0.000190364	119.118	1.099939979	108.295
-2000	-122000	2	-0.000203607	0.000191517	0.0212475	-0.00416891	-0.0212276	0.00437514	0.000173405	-0.000213837	118.867	1.097156201	108.341
18000	-122000	2	-0.000277435	0.000287837	0.0285501	-0.00542849	-0.021473	0.00440524	0.000171929	-0.000218753	161.356	1.482710774	108.825
38000	-122000	2	-0.000174884	0.000203767	0.0213125	-0.00383025	-0.0214236	0.00431811	0.00014309	-0.000163984	119.868	1.103248965	108.65
58000	-122000	2	-0.000196659	0.000230571	0.0344301	-0.00596058	-0.021614	0.00443569	8.69E-05	-8.68E-05	195.29	1.8054156	108.169
78000	-122000	2	-4.64E-05	4.44E-05	0.0212749	-0.00356234	-0.0214236	0.00435192	1.91E-05	-5.01E-06	119.449	1.108822383	107.726
98000	-122000	2	2.00E-05	-7.66E-05	0.0212684	-0.00352739	-0.0214179	0.00432849	-2.86E-05	8.09E-05	119.327	1.11046279	107.457
118000	-122000	2	9.06E-05	-0.000172474	0.0212822	-0.00354945	-0.0214092	0.00424471	-8.00E-05	0.000145211	119.287	1.111383371	107.332
138000	-122000	2	0.000120493	-0.000226715	0.0214852	-0.00372291	-0.0345984	0.00669508	-0.000179253	0.000305554	194.649	1.814232454	107.29
-142000	-102000	2	7.40E-05	-0.000153441	0.0213013	-0.0040687	-0.0213496	0.00366132	3.41E-05	0.000379636	119.003	1.112499883	106.969
-122000	-102000	2	4.18E-05	-0.000100777	0.0212479	-0.00436694	-0.0213819	0.00355301	-4.28E-05	0.000210852	119.1	1.111297727	107.172
-102000	-102000	2	-7.03E-05	-2.27E-05	0.021325	-0.0044707	-0.0214098	0.00355155	4.53E-05	4.99E-05	119.778	1.113706311	107.549
-82000	-102000	2	-7.99E-05	3.71E-05	0.0213085	-0.00453653	-0.0214096	0.00358329	6.72E-05	-8.00E-05	119.79	1.111523508	107.771
-62000	-102000	2	-0.000287754	0.000295632	0.0391375	-0.0085239	-0.0304695	0.00533052	0.000157633	-0.000392084	313.841	2.905343356	108.022
-42000	-102000	2	-0.000195365	0.00028734	0.0211255	-0.0045632	-0.0212632	0.00406941	5.75E-05	-0.000492292	118.539	1.09919141	107.842
-22000	-102000	2	-0.00035896	0.000366464	0.0210375	-0.00459511	-0.0209993	0.00457551	0.000278656	-0.000422498	117.214	1.085857744	107.946
-2000	-102000	2	-0.000238997	0.000519176	0.0208366	-0.00474964	-0.0208346	0.00488264	0.000190893	-0.000527678	115.868	1.07689019	107.595
18000	-102000	2	-0.000114783	0.000718838	0.0210781	-0.00446426	-0.0211101	0.00469284	4.93E-05	-0.000698754	118.125	1.082811598	109.091
38000	-102000	2	-9.02E-05	0.000804745	0.021537	-0.00382043	-0.0211082	0.00472602	9.35E-05	-0.000572911	119.94	1.095222441	109.512
58000	-102000	2	-0.000154637	0.000593743	0.0217112	-0.00332615	-0.0210908	0.00480249	9.01E-05	-0.000326391	120.379	1.104850626	108.955
78000	-102000	2	7.21E-06	0.000151808	0.0119112	-0.00169799	-0.011626	0.00263634	-2.15E-05	-2.94E-05	36.3328	0.335634775	108.251
98000	-102000	2	8.48E-07	-0.000161235	0.0217376	-0.00294437	-0.0211328	0.00479043	-1.24E-05	0.000131308	120.408	1.1173512	107.762
