X	Y	T	realZxx	imagZxx	realZxy	imagZxy	realZyx	imagZyx	realZyy	imagZyy	Rho	KR	Rho_real
-8000	-9000	50	-0.000512813	0.000109132	0.00550742	-0.00286285	-0.00558178	0.00284986	0.000371422	-8.64E-05	245.241	0.989760996	247.778
-7000	-9000	50	-0.000664305	0.000150415	0.00644777	-0.00336938	-0.00667694	0.00338773	0.000497462	-0.000123928	342.979	1.380063897	248.524
-6000	-9000	50	-0.000712616	0.000169884	0.00634191	-0.00332952	-0.00681784	0.00342922	0.000552762	-0.000142385	343.798	1.380371153	249.062
-5000	-9000	50	-0.000607059	0.000148248	0.0052474	-0.0027687	-0.00592638	0.00294104	0.000521292	-0.000138669	246.65	0.99100004	248.89
-4000	-9000	50	-0.0005658	0.000142803	0.00510311	-0.00271988	-0.00608371	0.00297879	0.00052751	-0.000146246	246.213	0.994711581	247.522
-3000	-9000	50	-0.000448494	0.000114592	0.00489849	-0.00264442	-0.00628316	0.00303716	0.000476536	-0.000136532	244.682	0.99925673	244.864
-2000	-9000	50	-0.000292218	7.52E-05	0.00469077	-0.00256187	-0.00633114	0.00304023	0.00035398	-0.000102679	237.066	0.981716988	241.481
-1000	-9000	50	-0.00019852	5.35E-05	0.00628289	-0.00347393	-0.0108678	0.00522024	0.000311497	-9.36E-05	547.745	2.288497453	239.347
0	-9000	50	7.50E-05	-2.28E-05	0.00628476	-0.00347119	-0.0108693	0.00522363	-7.30E-05	1.35E-05	548.252	2.297074671	238.674
1000	-9000	50	0.000223716	-5.86E-05	0.0047018	-0.00256717	-0.00631398	0.0030363	-0.000252013	7.58E-05	237.317	0.98761101	240.294
2000	-9000	50	0.000596462	-0.00015718	0.00723193	-0.00389307	-0.0060009	0.00292765	-0.000402318	0.000118006	345.769	1.421642313	243.218
3000	-9000	50	0.000211463	-4.85E-05	0.00218837	-0.00116226	-0.00479955	0.00226038	-0.000396757	0.000103386	82.7376	0.336036651	246.216
4000	-9000	50	0.000600808	-0.000150033	0.00531285	-0.00280829	-0.00590819	0.00292842	-0.000525004	0.000143729	249.004	1.002996858	248.26
5000	-9000	50	0.000599475	-0.000142163	0.00528869	-0.00278062	-0.00583395	0.0029175	-0.000487685	0.000125528	245.052	0.984065537	249.02
6000	-9000	50	0.000848297	-0.000191182	0.00780503	-0.00412416	-0.00821106	0.00417102	-0.000664123	0.00016288	511.527	2.056034535	248.793
7000	-9000	50	0.000778122	-0.000166039	0.00782173	-0.00418677	-0.0105293	0.00537491	-0.000846475	0.000153852	660.53	2.661967631	248.136
8000	-9000	50	0.00046969	-9.18E-05	0.00543549	-0.00283139	-0.00557013	0.00285569	-0.00034558	7.70E-05	242.017	0.978091482	247.438
9000	-9000	50	0.000575808	-0.000113435	0.00753272	-0.00393692	-0.00940139	0.00487464	-0.000515445	0.000100715	568.353	2.302478488	246.844
-9000	-7500	50	-0.000352589	7.20E-05	0.00372019	-0.00190842	-0.00445972	0.00230667	0.000293101	-6.92E-05	132.345	0.539578025	245.275
-8000	-7500	50	-0.000626539	0.000136345	0.00565533	-0.00290233	-0.00545255	0.00280831	0.000419205	-0.000104497	245.34	0.997803807	245.88
-7000	-7500	50	-0.000741132	0.000174603	0.00559585	-0.00287627	-0.005537	0.0028204	0.000515473	-0.000136593	245.276	0.993990087	246.759
-6000	-7500	50	-0.000843852	0.000212561	0.00551584	-0.00284449	-0.00565867	0.00284637	0.00062586	-0.000175473	245.675	0.991508562	247.779
-5000	-7500	50	-0.000919623	0.000246547	0.00536035	-0.00278315	-0.00588954	0.00291014	0.000767177	-0.000228588	246.795	0.994555625	248.146
-4000	-7500	50	-0.000912449	0.00025542	0.00512046	-0.00269017	-0.00616638	0.00298303	0.000889858	-0.000282875	245.657	0.999060548	245.888
-3000	-7500	50	-0.000321205	8.83E-05	0.00212458	-0.00113602	-0.00621312	0.00290059	0.000849598	-0.000272651	102.845	0.43054259	238.873
-2000	-7500	50	-0.000458635	0.000127842	0.00439061	-0.0023942	-0.00657949	0.00309399	0.000654163	-0.000218224	228.299	0.995530341	229.324
-1000	-7500	50	-0.000202659	5.67E-05	0.0041633	-0.0022978	-0.00664076	0.00310743	0.000309954	-0.000104612	220.376	0.98977777	222.652
0	-7500	50	8.30E-05	-2.51E-05	0.0041237	-0.00228211	-0.00665669	0.00311177	-0.000108781	3.74E-05	219.25	0.991332342	221.167
1000	-7500	50	0.000365692	-0.000104437	0.00424247	-0.00233073	-0.00669884	0.00313191	-0.000512666	0.000171273	225.447	1.000594728	225.313
2000	-7500	50	0.000663553	-0.000191557	0.00451741	-0.00244233	-0.00658679	0.0030972	-0.000833494	0.000277237	233.074	0.996400417	233.916
3000	-7500	50	0.000774695	-0.000214162	0.00485711	-0.0025849	-0.00649753	0.00309511	-0.000864197	0.000274374	246.444	1.014556952	242.908
4000	-7500	50	0.000865787	-0.000234259	0.00521712	-0.00272914	-0.0071012	0.00345892	-0.000957143	0.000294319	289.218	1.16833099	247.548
5000	-7500	50	0.000874443	-0.000227669	0.00544034	-0.00281558	-0.00580718	0.00289371	-0.000695224	0.000203037	247.879	0.999399261	248.028
6000	-7500	50	0.000794788	-0.000194287	0.00555755	-0.00286292	-0.00561349	0.00284218	-0.000581402	0.00015904	246.267	0.996322458	247.176
7000	-7500	50	0.000704595	-0.0001632	0.00562812	-0.00288914	-0.0054719	0.00280542	-0.000481219	0.000122784	244.323	0.992243119	246.233
8000	-7500	50	0.000579157	-0.000120025	0.0056565	-0.00290344	-0.00537044	0.00278177	-0.000374492	8.96E-05	242.263	0.987023728	245.448
9000	-7500	50	0.000452599	-7.81E-05	0.00566228	-0.00291027	-0.00537879	0.00280563	-0.000284625	5.95E-05	243.869	0.995452746	244.983
-9000	-6000	50	-0.000379931	7.77E-05	0.00378666	-0.00192528	-0.00433764	0.00227258	0.000290913	-7.22E-05	131.088	0.541603143	242.037
-8000	-6000	50	-0.000737404	0.000168516	0.00579027	-0.00293889	-0.00524987	0.00274006	0.000445234	-0.00011845	241.54	0.998313687	241.948
-7000	-6000	50	-0.00091584	0.000229	0.00577176	-0.00292391	-0.00529644	0.00273236	0.000561924	-0.000156212	241.018	0.995604795	242.082
-6000	-6000	50	-0.00115112	0.000316187	0.00571659	-0.00289037	-0.00540353	0.00274379	0.00074224	-0.000222386	240.4	0.989349268	242.988
-5000	-6000	50	-0.0024878	0.000751967	0.00965498	-0.00491334	-0.00961075	0.00476667	0.00175472	-0.000590507	707.031	2.886795226	244.919
-4000	-6000	50	-0.00157587	0.000496721	0.00528981	-0.0026911	-0.00621427	0.002954	0.00149898	-0.000530862	242.598	0.996545336	243.439
-3000	-6000	50	-0.000523215	0.000160254	0.00196836	-0.00102759	-0.00478328	0.00217868	0.00113519	-0.000405133	69.8884	0.319183412	218.96
-2000	-6000	50	-0.000654437	0.000197468	0.00359339	-0.00194802	-0.00685427	0.003123	0.00117903	-0.000427031	189.759	0.999636513	189.828
-1000	-6000	50	-0.000237275	6.83E-05	0.00320721	-0.00178094	-0.00679988	0.00309136	0.000506167	-0.000180624	172.727	0.987067832	174.99
0	-6000	50	9.82E-05	-3.05E-05	0.00316039	-0.00176432	-0.00683668	0.00310405	-0.000172833	6.16E-05	171.983	0.998490505	172.243
1000	-6000	50	0.000190784	-5.52E-05	0.00151095	-0.000830698	-0.00476397	0.00214472	-0.000577976	0.000203153	56.3117	0.311679176	180.672
2000	-6000	50	0.000873238	-0.000264464	0.00391998	-0.00208835	-0.00683158	0.00312015	-0.00147044	0.000535906	202.551	0.999195911	202.714
3000	-6000	50	0.00147167	-0.000464406	0.00490864	-0.00251923	-0.00653664	0.00304443	-0.00169859	0.000619112	234.885	0.999510638	235
4000	-6000	50	0.00104524	-0.000320533	0.00365542	-0.00184429	-0.00579601	0.00278862	-0.00126004	0.000429755	157.954	0.643460053	245.476
5000	-6000	50	0.00129804	-0.000370958	0.005738	-0.00289802	-0.00639928	0.0032091	-0.000999683	0.000311147	283.037	1.160739331	243.842
6000	-6000	50	0.000992424	-0.000254182	0.00575513	-0.00291172	-0.00620044	0.00317911	-0.000673324	0.000184794	280.473	1.157186178	242.375
7000	-6000	50	0.000750623	-0.000165173	0.00573673	-0.00290862	-0.00526375	0.00273507	-0.000433457	0.000107395	239.696	0.991023993	241.867
8000	-6000	50	0.00110482	-0.000241864	0.00984924	-0.00502692	-0.00708432	0.00373286	-0.000523249	0.000133948	557.324	2.304524911	241.839
9000	-6000	50	0.00056654	-0.000123853	0.00572399	-0.0029148	-0.00524788	0.00276415	-0.000367557	0.000100097	240.024	0.991453698	242.093
-9000	-4500	50	-0.000552734	0.000114132	0.00585727	-0.00295895	-0.00504517	0.00269801	0.000304426	-7.75E-05	236.771	0.998780899	237.06
-8000	-4500	50	-0.00073248	0.000171224	0.00594226	-0.00298325	-0.00496475	0.00264204	0.000384491	-0.000103745	235.105	1.001149743	234.835
-7000	-4500	50	-0.000439291	0.000113724	0.00271193	-0.00134998	-0.00222101	0.00117002	0.000223721	-6.27E-05	47.5486	0.205114423	231.815
-6000	-4500	50	-0.00133261	0.000385659	0.00610292	-0.00302167	-0.00481849	0.00251476	0.000639734	-0.000194437	228.914	1.0062375	227.495
-5000	-4500	50	-0.00187566	0.000594728	0.0062263	-0.00304623	-0.00465178	0.00237516	0.000836104	-0.000271682	218.843	0.996112828	219.697
-4000	-4500	50	-0.00240632	0.000804794	0.00600086	-0.00290466	-0.00565498	0.00275482	0.00145041	-0.000507248	241.689	1.2720072	190.006
-3000	-4500	50	-0.001374	0.000440051	0.0037237	-0.00187294	-0.00405582	0.00190474	0.00110721	-0.000393208	107.916	0.996564716	108.288
-2000	-4500	50	-0.000534482	0.000156089	0.00236412	-0.00127874	-0.00385245	0.00178908	0.000722546	-0.000248396	69.7408	0.98544876	70.7706
-1000	-4500	50	-0.000303396	8.37E-05	0.00345542	-0.0019517	-0.00377559	0.00175859	0.000301804	-0.000103261	104.075	1.711827441	60.7976
0	-4500	50	5.39E-05	-1.31E-05	0.00194129	-0.00110398	-0.00374949	0.00173667	-9.54E-05	3.01E-05	58.4055	0.982217484	59.4629
1000	-4500	50	0.000313944	-8.64E-05	0.00209541	-0.00116698	-0.00386617	0.00178979	-0.000517616	0.000176299	63.6479	0.992533531	64.1267
2000	-4500	50	0.00111434	-0.000333357	0.00387971	-0.00210621	-0.00736655	0.00343912	-0.00177771	0.000619628	214.1	2.558611442	83.6782
3000	-4500	50	0.00211403	-0.000702208	0.00502032	-0.00254058	-0.00791001	0.00377568	-0.00222668	0.000801891	280.051	1.879246828	149.023
4000	-4500	50	0.00121414	-0.000389393	0.00364605	-0.00178365	-0.00463024	0.00231093	-0.000990024	0.000337269	124.917	0.593021434	210.645
5000	-4500	50	0.00155878	-0.000472018	0.00612326	-0.00301674	-0.00475427	0.00245638	-0.000729651	0.00022902	223.89	0.997074109	224.547
6000	-4500	50	0.00111376	-0.000305033	0.00601337	-0.00298952	-0.00485148	0.00255089	-0.000547759	0.000161128	229.244	0.997146585	229.9
7000	-4500	50	0.000825087	-0.000202688	0.00593451	-0.00297131	-0.00492866	0.00261447	-0.000427496	0.000118106	232.326	0.995466699	233.384
8000	-4500	50	0.000668291	-0.000157166	0.00585144	-0.002945	-0.00499901	0.00266624	-0.0003896	0.000110573	233.441	0.989127441	236.007
9000	-4500	50	0.000700135	-0.000109217	0.00998977	-0.00505893	-0.00859437	0.00461652	-0.000299448	5.37E-05	690.682	2.903245061	237.9
-9000	-3000	50	-0.000270838	6.09E-05	0.0034775	-0.00175552	-0.00485302	0.00263699	0.000221507	-5.44E-05	135.898	0.587199806	231.434
-8000	-3000	50	-0.000579097	0.000139216	0.00599777	-0.00299251	-0.00468187	0.0025455	0.000268449	-7.23E-05	225.263	0.994977915	226.4
-7000	-3000	50	-0.000775	0.000205634	0.00610077	-0.00301822	-0.00447638	0.00243	0.000324624	-9.07E-05	217.983	0.997163808	218.603
-6000	-3000	50	-0.00104636	0.000303098	0.00620526	-0.00304123	-0.00529746	0.00286259	0.000511284	-0.000150342	260.097	1.259555736	206.499
-5000	-3000	50	-0.00137918	0.000425236	0.00629628	-0.00304828	-0.00371232	0.0019913	0.000447057	-0.000136727	182.604	0.989375017	184.565
-4000	-3000	50	-0.00266158	0.000839439	0.0101858	-0.00490634	-0.00302083	0.00159368	0.000410732	-0.000130355	237.316	1.725319704	137.549
-3000	-3000	50	-0.000831843	0.000247053	0.00338176	-0.00169634	-0.00232135	0.00119121	0.000309857	-9.09E-05	60.8568	0.979274211	62.1448
-2000	-3000	50	-0.000333902	9.22E-05	0.00198322	-0.00108379	-0.00205162	0.0010418	0.000204912	-5.89E-05	32.5049	0.98334019	33.0556
-1000	-3000	50	-0.000186938	4.91E-05	0.0027776	-0.00160746	-0.00259097	0.00131832	0.000105204	-3.36E-05	58.9562	2.257569434	26.1149
0	-3000	50	0.000102248	-3.03E-05	0.00241146	-0.00138924	-0.00191594	0.000968233	-3.14E-05	1.10E-05	37.8115	1.500378949	25.2013
1000	-3000	50	0.000164795	-4.10E-05	0.00142666	-0.000794547	-0.00162475	0.000809383	-0.000118411	3.22E-05	18.6528	0.65834651	28.3328
2000	-3000	50	0.000720964	-0.000203165	0.00356551	-0.00188135	-0.00210677	0.00107428	-0.000270606	8.07E-05	59.1377	1.386035512	42.6668
3000	-3000	50	0.00209674	-0.000632137	0.00826454	-0.00402648	-0.00434985	0.0022689	-0.00046276	0.000126761	279.429	2.886028178	96.8213
4000	-3000	50	0.00155312	-0.000491038	0.00628233	-0.00302211	-0.00340904	0.00180538	-0.000490465	0.000157212	165.265	0.995878252	165.949
5000	-3000	50	0.00121296	-0.000364767	0.00629294	-0.00306445	-0.00397737	0.00214456	-0.000422247	0.000126652	196.988	0.998185927	197.346
6000	-3000	50	0.000902278	-0.000252008	0.00617396	-0.00303806	-0.00434334	0.00235802	-0.00036064	0.00010388	213.303	0.999194285	213.475
7000	-3000	50	0.000439321	-0.000110894	0.00398772	-0.00197804	-0.00302703	0.00164205	-0.000197906	5.43E-05	96.5419	0.432832094	223.047
8000	-3000	50	0.000497822	-0.000113372	0.00593746	-0.00296947	-0.00475317	0.00258547	-0.000253074	6.72E-05	226.718	0.989356642	229.157
9000	-3000	50	0.000734933	-0.000155526	0.0111062	-0.00561775	-0.00698904	0.00382435	-0.000327273	7.81E-05	626.543	2.685383771	233.316
-9000	-1500	50	-0.000242685	5.39E-05	0.00598408	-0.00299149	-0.00468948	0.00258532	0.000114536	-2.88E-05	226.703	0.998445317	227.056
-8000	-1500	50	-0.000322455	7.93E-05	0.00606099	-0.00300948	-0.00448142	0.0024763	0.00013875	-3.74E-05	219.138	0.996362611	219.938
-7000	-1500	50	-0.000418811	0.000111814	0.00614926	-0.00302734	-0.00424076	0.00234858	0.000156777	-4.27E-05	210.003	1.004107218	209.144
-6000	-1500	50	-0.00054205	0.00015525	0.00626939	-0.00305544	-0.00382054	0.00212468	0.000171377	-4.80E-05	192.49	0.998526772	192.774
-5000	-1500	50	-0.00068236	0.000204375	0.00634653	-0.00305981	-0.00328526	0.00181957	0.000186553	-5.44E-05	166.745	0.996867322	167.269
-4000	-1500	50	-0.000706319	0.000209952	0.00586419	-0.00281403	-0.002598	0.00141152	0.000150267	-4.04E-05	121.115	0.990205456	122.313
-3000	-1500	50	-0.000375019	0.000104571	0.00333079	-0.00167357	-0.00206643	0.00108904	9.75E-05	-2.16E-05	54.9176	0.994505713	55.221
-2000	-1500	50	-0.000150091	3.89E-05	0.00189089	-0.00104292	-0.00183329	0.000947915	6.16E-05	-1.36E-05	28.1688	0.993048015	28.366
-1000	-1500	50	-4.94E-05	1.23E-05	0.00150673	-0.000878348	-0.00145038	0.000743352	2.28E-05	-5.49E-06	17.9933	0.826692824	21.7654
0	-1500	50	2.20E-05	-6.05E-06	0.00143358	-0.000844491	-0.00174757	0.000893067	-1.50E-05	4.96E-06	20.6758	0.989694176	20.8911
1000	-1500	50	0.000167779	-4.67E-05	0.00296269	-0.00176968	-0.00339827	0.00174073	-0.000148898	-8.37E-06	83.3259	3.486701927	23.8982
2000	-1500	50	0.000230407	-6.10E-05	0.00239272	-0.00125864	-0.00127089	0.00066379	-4.19E-05	7.88E-06	24.4918	0.655534024	37.3616
3000	-1500	50	0.000569391	-0.000164758	0.00473684	-0.00229958	-0.00228521	0.00122002	-0.000128236	3.26E-05	85.9231	0.994175398	86.4265
4000	-1500	50	0.000721278	-0.000216595	0.00627062	-0.00300869	-0.00296516	0.00162893	-0.000164285	4.53E-05	148.253	0.998767145	148.436
5000	-1500	50	0.000589118	-0.000169833	0.00631899	-0.00306218	-0.00356913	0.0019858	-0.00012924	2.95E-05	181.155	0.998247673	181.473
6000	-1500	50	0.000498708	-0.000145131	0.0062025	-0.00303975	-0.00403293	0.00224048	-0.000193912	6.03E-05	201.179	0.996754759	201.834
7000	-1500	50	0.000364065	-9.50E-05	0.00608888	-0.00301206	-0.00436573	0.00241478	-0.000148228	4.09E-05	214.289	0.996655938	215.008
8000	-1500	50	0.00027829	-6.74E-05	0.00595003	-0.00296693	-0.00459598	0.00253554	-0.00013961	3.72E-05	220.768	0.986117315	223.876
9000	-1500	50	0.000408699	-9.15E-05	0.0112477	-0.00562444	-0.00478255	0.00264715	-0.000111135	2.56E-05	435.05	1.89288791	229.834
-9000	0	50	-2.97E-08	2.87E-07	0.00594398	-0.00297148	-0.00465155	0.0025734	4.38E-06	-4.20E-08	223.706	0.992374404	225.425
-8000	0	50	8.12E-06	-1.89E-06	0.00611079	-0.00302689	-0.00440018	0.00244715	-9.05E-06	2.93E-06	217.427	0.999287625	217.582
-7000	0	50	4.03E-06	-8.37E-07	0.00278703	-0.00136757	-0.00389545	0.00215303	-1.19E-05	4.24E-06	87.5003	0.425084774	205.842
-6000	0	50	7.32E-06	-1.08E-06	0.0062735	-0.00305255	-0.00369481	0.00207555	-9.92E-06	3.22E-06	187.232	0.993916487	188.378
-5000	0	50	8.19E-06	6.72E-07	0.0108473	-0.00526712	-0.00538592	0.00301921	-2.14E-05	-5.70E-06	471.486	2.901470163	162.499
-4000	0	50	-5.29E-06	4.14E-06	0.00262329	-0.00125786	-0.00115515	0.000631428	1.57E-05	-7.32E-06	24.2527	0.203687809	119.068
-3000	0	50	1.59E-05	-5.99E-06	0.00334851	-0.0016841	-0.00204485	0.00108051	-3.02E-05	1.21E-05	54.8915	1.013102234	54.1816
-2000	0	50	1.27E-06	-2.23E-07	0.000849086	-0.000469096	-0.00082588	0.000426371	-1.87E-06	3.14E-07	5.70949	0.20565475	27.7625
-1000	0	50	4.15E-06	-1.54E-06	0.00149329	-0.000871996	-0.00171916	0.000878413	-3.18E-06	2.73E-06	21.1408	0.997682858	21.1899
0	0	50	-4.42E-06	2.51E-06	0.00117383	-0.000691848	-0.00140009	0.000713051	2.39E-06	-1.62E-06	13.557	0.668043127	20.2936
1000	0	50	-2.41E-06	1.08E-06	0.00129801	-0.000743957	-0.00116897	0.000598931	-5.64E-07	-5.26E-07	12.444	0.533932885	23.3063
2000	0	50	7.63E-06	-4.35E-06	0.00273684	-0.0014511	-0.00223658	0.00116723	-1.87E-05	8.13E-06	49.4886	1.349422887	36.6739
3000	0	50	-1.12E-05	3.74E-06	0.00567493	-0.00275889	-0.00263838	0.00141958	3.88E-06	-6.56E-07	119.717	1.415616634	84.5688
4000	0	50	-3.77E-06	-5.43E-07	0.00622571	-0.00298789	-0.00286755	0.00159028	2.36E-06	-1.56E-06	143.391	0.993921036	144.268
5000	0	50	-6.05E-06	-5.89E-07	0.00638993	-0.00308903	-0.00344629	0.00193725	8.75E-07	4.89E-07	177.688	1.005221622	176.765
6000	0	50	-7.85E-05	3.62E-05	0.00442347	-0.00213934	-0.00176599	0.000990709	3.44E-05	-1.48E-05	62.9865	0.318227748	197.929
7000	0	50	-1.04E-05	1.35E-06	0.00591962	-0.00287771	-0.00291108	0.00161624	1.32E-05	-4.49E-06	138.783	0.65404445	212.192
8000	0	50	6.95E-05	-3.80E-05	0.00427807	-0.00210401	-0.00203728	0.00113032	-1.76E-05	8.68E-06	70.3287	0.31691586	221.916
9000	0	50	7.33E-06	-9.70E-06	0.011312	-0.0057092	-0.00674228	0.00374328	-1.65E-05	-2.17E-05	618.791	2.708685165	228.447
-9000	1500	50	0.000237776	-5.11E-05	0.0059221	-0.00297011	-0.0071469	0.00390146	-0.000145974	3.40E-05	341.412	1.503686413	227.05
-8000	1500	50	0.000369105	-9.51E-05	0.00603166	-0.00299843	-0.00448883	0.00247948	-0.000185298	5.41E-05	218.317	0.992683903	219.926
-7000	1500	50	0.000441385	-0.000116477	0.00615623	-0.00302954	-0.00423499	0.00234467	-0.000204271	6.06E-05	209.765	1.002993225	209.139
-6000	1500	50	0.000556311	-0.00015619	0.00628367	-0.00305968	-0.00381129	0.00212058	-0.000194611	5.57E-05	192.354	0.9978834	192.762
-5000	1500	50	0.000691991	-0.000203877	0.00635886	-0.00306348	-0.00328062	0.00181662	-0.000194314	5.61E-05	166.76	0.996968918	167.267
-4000	1500	50	0.000718319	-0.000210899	0.00587128	-0.00281842	-0.00261617	0.00141884	-0.000166411	4.65E-05	121.985	0.997350972	122.309
-3000	1500	50	0.000448283	-0.000121299	0.00404002	-0.00203908	-0.00259124	0.00136583	-9.84E-05	1.79E-05	83.6863	1.516102851	55.1983
-2000	1500	50	0.000200727	-5.14E-05	0.00244156	-0.00133738	-0.00182387	0.000942672	-6.09E-05	1.28E-05	36.1228	1.274937352	28.333
-1000	1500	50	3.98E-05	-1.05E-05	0.000892759	-0.000520984	-0.00174565	0.00089433	-4.25E-05	1.27E-05	12.8284	0.589537732	21.7601
0	1500	50	-4.62E-05	1.02E-05	0.00209911	-0.00126404	-0.00247899	0.00127589	-1.23E-05	-2.59E-05	43.2589	2.07152845	20.8826
1000	1500	50	-9.46E-05	2.39E-05	0.00160599	-0.000911657	-0.00225987	0.00115955	5.62E-05	-1.37E-05	29.6724	1.242073891	23.8894
2000	1500	50	-0.000247388	6.73E-05	0.00241397	-0.00126806	-0.0012588	0.000657445	5.06E-05	-1.15E-05	24.4475	0.654267761	37.3662
3000	1500	50	-0.000570686	0.000162266	0.00473174	-0.00229961	-0.00228242	0.00121958	0.000127621	-3.29E-05	85.7612	0.992462896	86.4125
4000	1500	50	-0.000722346	0.000213371	0.00621575	-0.0029865	-0.0029683	0.00162968	0.000165346	-4.51E-05	147.121	0.99088062	148.475
5000	1500	50	-0.00105859	0.000309069	0.010751	-0.00524567	-0.00606788	0.00338363	0.000281567	-8.86E-05	524.38	2.889559937	181.474
6000	1500	50	-0.000470612	0.000125682	0.006161	-0.00302207	-0.00403925	0.0022461	0.000145556	-3.71E-05	200.426	0.993329104	201.772
7000	1500	50	-0.000373482	9.22E-05	0.00607808	-0.00300778	-0.00439585	0.00243058	0.000157228	-4.30E-05	215.358	1.001874811	214.955
8000	1500	50	-0.00030004	6.95E-05	0.00601721	-0.00299593	-0.00459658	0.00253721	0.000162666	-4.62E-05	223.192	0.997082803	223.845
9000	1500	50	-0.000214385	4.22E-05	0.00596521	-0.00298655	-0.00476159	0.00262079	0.000109168	-2.65E-05	229.476	0.998703073	229.774
-9000	3000	50	0.000375569	-6.58E-05	0.00513578	-0.00244552	-0.00244662	0.00130661	-3.99E-05	-5.85E-06	99.8514	0.431580813	231.362
-8000	3000	50	0.000423636	-7.36E-05	0.00521114	-0.00246142	-0.000816616	0.000444719	-4.44E-05	1.08E-05	33.8287	0.149430613	226.384
-7000	3000	50	0.00112018	-0.00027807	0.00931724	-0.00454741	-0.00442764	0.00240956	-0.000324152	8.92E-05	328.732	1.503785401	218.603
-6000	3000	50	0.00105237	-0.000301983	0.0062786	-0.0030655	-0.00416302	0.00225702	-0.000392014	0.00011579	206.901	1.001810901	206.527
-5000	3000	50	0.00137445	-0.000420743	0.00631055	-0.00305092	-0.00371067	0.00198961	-0.000441362	0.000134107	182.951	0.991196038	184.576
-4000	3000	50	0.00225309	-0.000706788	0.00866062	-0.004221	-0.00559759	0.00295543	-0.000790957	0.00022477	374.704	2.72442651	137.535
-3000	3000	50	0.000849324	-0.000251038	0.00342095	-0.00176086	-0.00436667	0.00224765	-0.000568736	0.000169741	116.567	1.878912823	62.0396
-2000	3000	50	0.000329935	-8.89E-05	0.00198754	-0.00112888	-0.00386067	0.00196066	-0.00036214	0.000105877	61.9374	1.874998865	33.0333
-1000	3000	50	0.000120491	-3.04E-05	0.00223886	-0.00138472	-0.00364665	0.0018453	-0.00019554	1.42E-05	68.0133	2.608552076	26.0732
0	3000	50	-3.55E-05	9.10E-06	0.00156459	-0.000906901	-0.00191907	0.000968939	2.84E-05	-8.40E-06	24.6134	0.977898028	25.1697
1000	3000	50	-0.000130232	3.37E-05	0.00113454	-0.000640928	-0.00197115	0.000994626	0.000145818	-4.09E-05	18.103	0.639738493	28.2975
2000	3000	50	-0.000908074	0.000258642	0.00428597	-0.00225583	-0.00293019	0.00149714	0.000362695	-0.000114133	98.8109	2.31567242	42.6705
3000	3000	50	-0.00126367	0.000385467	0.00481355	-0.00233647	-0.00259045	0.00134392	0.000349095	-0.000100972	96.0349	0.992278539	96.7822
4000	3000	50	-0.00155075	0.000484157	0.0063354	-0.00304336	-0.0022025	0.00117695	0.000269264	-8.23E-05	108.421	0.653488919	165.911
5000	3000	50	-0.00122617	0.000365644	0.00629857	-0.00306245	-0.00397263	0.00214494	0.000436422	-0.000131142	196.788	0.998249912	197.133
6000	3000	50	-0.000904169	0.000249291	0.00610744	-0.00300825	-0.00435357	0.00236333	0.00036867	-0.000105281	211.479	0.990993482	213.401
7000	3000	50	-0.00115295	0.000290724	0.0102732	-0.00514161	-0.00781022	0.00425749	0.000504084	-0.00015429	643.495	2.886003113	222.971
8000	3000	50	-0.000501293	0.000110777	0.00591614	-0.00296383	-0.0047718	0.00259461	0.000247512	-6.42E-05	226.866	0.990374163	229.071
9000	3000	50	-0.000383991	7.51E-05	0.00588058	-0.00296105	-0.0049004	0.00266364	0.000199591	-5.01E-05	232.107	0.994933323	233.289
-9000	4500	50	0.000552343	-0.000114551	0.00580445	-0.00294041	-0.00507719	0.0027073	-0.000328638	8.43E-05	236.025	0.996255994	236.912
-8000	4500	50	0.000454311	-0.000101671	0.00388122	-0.001962	-0.00500171	0.00265857	-0.000359865	9.78E-05	155.018	0.660573055	234.672
-7000	4500	50	0.000663209	-0.000176285	0.00397338	-0.00198969	-0.00489523	0.00258575	-0.000452866	0.000129134	153.917	0.664337355	231.685
-6000	4500	50	0.00131872	-0.000378839	0.00608176	-0.00300632	-0.00478274	0.00250009	-0.000617682	0.000190281	226.611	0.995772785	227.573
-5000	4500	50	0.00187376	-0.000592082	0.00623352	-0.00304942	-0.00465534	0.00237543	-0.000840246	0.000274415	219.203	0.997569822	219.737
-4000	4500	50	0.00240979	-0.000806411	0.00601429	-0.00291017	-0.00440883	0.002157	-0.00110394	0.00038519	189.48	0.99787764	189.883
-3000	4500	50	0.00136359	-0.000436015	0.00372955	-0.00187524	-0.00403359	0.00189693	-0.0010918	0.000387981	107.697	0.995075303	108.23
-2000	4500	50	0.000525732	-0.000152849	0.00238646	-0.0012923	-0.00383879	0.00178419	-0.000716633	0.000245868	70.2605	0.99294654	70.7596
-1000	4500	50	0.00017251	-4.65E-05	0.00201669	-0.00113692	-0.00375839	0.00174316	-0.000296923	9.97E-05	60.4063	0.993407031	60.8072
0	4500	50	-5.07E-05	1.21E-05	0.0019634	-0.00111518	-0.00375071	0.00173995	9.82E-05	-3.25E-05	59.0896	0.994575161	59.4119
1000	4500	50	-0.000316648	8.72E-05	0.00213341	-0.0011851	-0.00433635	0.00201892	0.000570648	-0.000193583	72.746	1.134339716	64.1307
