X	Y	T	realZxx	imagZxx	realZxy	imagZxy	realZyx	imagZyx	realZyy	imagZyy	Rho	KR	Rho_real
-3000	-6000	1	-0.000106259	-0.000318701	0.00381097	-0.00204949	-0.00683514	0.00208497	0.000468945	0.000866914	3.95822	0.318699829	12.4199
-2000	-6000	1	-8.27E-05	-0.000350966	0.00792322	-0.00518165	-0.00951679	0.00296928	0.000426932	0.00093341	11.9992	1.001619393	11.9798
-1000	-6000	1	3.10E-06	-0.000119136	0.00769917	-0.00547939	-0.00935266	0.00299608	0.000147148	0.000404005	11.7594	0.990548873	11.8716
0	-6000	1	2.11E-05	4.62E-05	0.00771335	-0.00555722	-0.00938807	0.00302468	-5.31E-05	-0.000143099	11.8768	1.000631882	11.8693
1000	-6000	1	1.07E-05	0.00010075	0.00350873	-0.00242881	-0.00657035	0.00201978	-0.000182809	-0.000456984	3.72083	0.312435868	11.9091
2000	-6000	1	0.000120819	0.000514421	0.00813347	-0.00490355	-0.00957341	0.00295519	-0.000600169	-0.00114519	12.1373	0.999629379	12.1418
3000	-6000	1	0.000391109	0.000892173	0.00890861	-0.00411791	-0.00959885	0.0031276	-0.000772401	-0.00126057	12.727	0.996843499	12.7673
4000	-6000	1	0.000251717	0.00060564	0.00621739	-0.00236406	-0.00925691	0.00341701	-0.000427452	-0.000845032	8.3906	0.639863953	13.1131
5000	-6000	1	0.000140308	0.00071002	0.00961464	-0.00346126	-0.0109763	0.0043326	-0.000116858	-0.000640761	15.3285	1.157086243	13.2475
6000	-6000	1	-3.62E-05	0.000498386	0.00960232	-0.00341567	-0.0110753	0.00436568	0.000116115	-0.000427349	15.3803	1.151901199	13.3521
7000	-6000	1	-0.000136372	0.000340574	0.00956574	-0.00339874	-0.00962697	0.00374393	0.000132135	-0.000232104	13.2801	0.990823019	13.4031
8000	-6000	1	-8.88E-05	0.000338849	0.0164438	-0.00586567	-0.0131141	0.00507167	6.08E-05	-0.000168511	31.0923	2.317536393	13.4161
9000	-6000	1	3.64E-05	9.66E-05	0.00956537	-0.00339651	-0.00965698	0.00361292	-4.27E-05	-4.56E-05	13.2559	0.989837216	13.392
-9000	-4500	1	6.04E-05	-0.000176828	0.009618	-0.0033903	-0.00968691	0.00375663	-4.30E-05	8.51E-05	13.4196	0.995718727	13.4773
-8000	-4500	1	4.87E-05	-0.000287133	0.00967014	-0.00338188	-0.00961536	0.00389538	-4.31E-05	0.000145505	13.4627	0.998472184	13.4833
-7000	-4500	1	9.52E-07	-0.000206632	0.00436442	-0.00151765	-0.0043038	0.00184732	-1.25E-05	0.000107713	2.74277	0.204681273	13.4002
-6000	-4500	1	-0.000122831	-0.000737508	0.00970744	-0.0032742	-0.00927329	0.00425568	2.13E-05	0.000378571	13.2697	1.002265912	13.2397
-5000	-4500	1	-0.00041673	-0.00117133	0.00972723	-0.00314946	-0.00876283	0.00441519	0.000130166	0.000572627	12.7966	0.991047227	12.9122
-4000	-4500	1	-0.000880639	-0.00157006	0.00936757	-0.00325586	-0.0100368	0.00560522	0.000489857	0.00104929	14.7018	1.248157707	11.7788
-3000	-4500	1	-0.000344189	-0.000881586	0.00697823	-0.00476773	-0.00696036	0.00471339	0.000384823	0.000821083	9.09865	0.996810828	9.12776
-2000	-4500	1	1.82E-05	-0.000291013	0.0058548	-0.00576017	-0.00653635	0.00490334	0.000169029	0.00055803	8.50781	0.989735971	8.59604
-1000	-4500	1	5.33E-05	-0.000111716	0.00986639	-0.0104974	-0.00640118	0.00512934	5.46E-05	0.000226671	14.9661	1.721056408	8.69588
0	-4500	1	-3.47E-05	3.85E-05	0.00570265	-0.00611504	-0.00639431	0.00506877	7.55E-06	-9.99E-05	8.64054	0.990587712	8.72264
1000	-4500	1	-4.97E-05	0.000149609	0.0057106	-0.00594952	-0.00661864	0.00509063	-9.92E-05	-0.000393604	8.72139	1.009083778	8.64288
2000	-4500	1	0.00015678	0.00063962	0.00877259	-0.00794327	-0.0124991	0.00902149	-0.000577226	-0.00129269	23.1948	2.673215977	8.67674
3000	-4500	1	0.00078207	0.00144356	0.00839044	-0.00398449	-0.0137879	0.00863831	-0.00087463	-0.00160827	19.5212	1.88667137	10.3469
4000	-4500	1	0.000327366	0.000780044	0.00567617	-0.00185551	-0.00850354	0.00452292	-0.000249727	-0.000700126	7.36413	0.587921633	12.5257
5000	-4500	1	0.000233852	0.000923901	0.0096548	-0.00319858	-0.00905276	0.004335	-6.10E-05	-0.000468225	12.9821	0.990742861	13.1034
6000	-4500	1	3.31E-05	0.000578618	0.00962706	-0.00329958	-0.00937168	0.00413823	2.49E-05	-0.000301326	13.2204	0.990514722	13.347
7000	-4500	1	-4.23E-05	0.000363041	0.00961512	-0.00335014	-0.00956938	0.00397455	4.73E-05	-0.000186053	13.3666	0.994094898	13.446
8000	-4500	1	1.46E-05	0.000198381	0.00955361	-0.00335896	-0.00965872	0.00383743	-3.06E-05	-8.91E-05	13.3323	0.988273229	13.4905
9000	-4500	1	-0.000347873	0.000331368	0.0164341	-0.00583266	-0.0165459	0.00637432	0.000313736	-0.000179961	39.1431	2.908948358	13.4561
-9000	-3000	1	4.45E-05	-0.000112719	0.00562565	-0.00200239	-0.00972838	0.00389396	-3.61E-05	5.97E-05	7.92485	0.585036801	13.5459
-8000	-3000	1	5.02E-05	-0.000236883	0.00958424	-0.00333683	-0.00960708	0.00408628	-4.42E-05	9.68E-05	13.4194	0.990822301	13.5437
-7000	-3000	1	3.70E-05	-0.000377301	0.0096013	-0.00329115	-0.00941435	0.00435298	-5.00E-05	0.00014946	13.3358	0.9916715	13.4478
-6000	-3000	1	-3.58E-05	-0.000580158	0.00959444	-0.00320611	-0.0114103	0.00587454	-3.57E-05	0.00027008	16.4556	1.24582469	13.2086
-5000	-3000	1	-0.000160844	-0.000846646	0.00953512	-0.00310156	-0.00831735	0.00514344	-2.26E-06	0.000249459	12.4398	0.982079136	12.6668
-4000	-3000	1	-0.000446662	-0.0017414	0.015529	-0.00581705	-0.00709119	0.00577927	-1.69E-05	0.000226263	19.2464	1.717646429	11.2051
-3000	-3000	1	-4.15E-05	-0.000516204	0.00639805	-0.00503079	-0.00579687	0.00599836	-4.53E-05	0.000139726	8.59755	0.984825923	8.73002
-2000	-3000	1	5.15E-05	-0.000152161	0.00530008	-0.00614843	-0.00528056	0.00629204	-2.37E-05	7.88E-05	8.44387	0.989733293	8.53146
-1000	-3000	1	7.10E-05	-5.72E-05	0.00890392	-0.011196	-0.00685586	0.00881576	-2.14E-05	3.99E-05	20.2327	2.307732667	8.76735
0	-3000	1	-1.61E-05	3.11E-05	0.00800053	-0.00974032	-0.0050603	0.00644048	-9.71E-06	-7.93E-06	13.0757	1.483669727	8.81308
1000	-3000	1	-4.32E-05	5.28E-05	0.00446615	-0.00487437	-0.00442113	0.00485777	2.14E-05	-4.03E-05	5.49937	0.635163198	8.6582
2000	-3000	1	-2.61E-05	0.000310443	0.00858128	-0.00874489	-0.00533902	0.0060458	-2.90E-07	-6.62E-05	12.5156	1.478181481	8.46689
3000	-3000	1	0.000125622	0.0015797	0.0134841	-0.0070519	-0.0107096	0.00993924	0.000294292	-0.000392494	28.1372	2.884801509	9.7536
4000	-3000	1	0.000284437	0.000931158	0.00945198	-0.00311933	-0.00776818	0.00538871	-6.69E-05	-0.000232769	11.9462	0.986441406	12.1104
5000	-3000	1	8.77E-05	0.000707438	0.00961281	-0.00315737	-0.00873313	0.00491107	2.35E-05	-0.000231753	12.8539	0.987250286	13.0199
6000	-3000	1	-5.43E-06	0.000464886	0.00963096	-0.00326262	-0.0092433	0.00450717	4.18E-05	-0.000175524	13.2495	0.992509083	13.3495
7000	-3000	1	-2.89E-05	0.000192754	0.00632112	-0.00218679	-0.00628371	0.00277608	2.78E-05	-7.88E-05	5.82016	0.430960156	13.5051
8000	-3000	1	-5.30E-05	0.000187269	0.00954309	-0.00334027	-0.00966269	0.00398108	2.38E-05	-7.38E-05	13.383	0.987391083	13.5539
9000	-3000	1	-4.42E-05	0.000252213	0.0180607	-0.00639967	-0.013869	0.00554873	2.01E-05	-6.36E-05	36.2514	2.681237242	13.5204
-9000	-1500	1	3.05E-05	-8.20E-05	0.00959307	-0.00336591	-0.00969904	0.00395921	-1.87E-05	2.92E-05	13.4888	0.991772482	13.6007
-8000	-1500	1	3.09E-05	-0.000127046	0.00958476	-0.00334033	-0.0096014	0.00420752	-2.20E-05	4.34E-05	13.4761	0.991786689	13.5877
-7000	-1500	1	3.81E-05	-0.000199173	0.00956494	-0.003293	-0.00946193	0.00456133	-3.29E-05	6.17E-05	13.4579	0.996099359	13.5106
-6000	-1500	1	3.15E-05	-0.000296566	0.00956584	-0.00323755	-0.00896495	0.00496086	-3.78E-05	7.82E-05	13.1056	0.986837746	13.2804
-5000	-1500	1	-5.88E-06	-0.000398314	0.00952354	-0.00320636	-0.00820684	0.0054594	-1.84E-05	7.84E-05	12.5465	0.985747845	12.7279
-4000	-1500	1	-1.65E-05	-0.000434294	0.00894872	-0.00354477	-0.00692733	0.00586084	-2.20E-05	4.82E-05	11.0619	0.981082375	11.2752
-3000	-1500	1	3.37E-05	-0.000219452	0.00641324	-0.00521629	-0.00576791	0.00617761	-3.15E-05	1.34E-05	8.84802	0.992867707	8.91158
-2000	-1500	1	4.16E-05	-6.18E-05	0.00532278	-0.006353	-0.00526441	0.0064892	-1.91E-05	8.98E-06	8.77117	1.000674253	8.76526
-1000	-1500	1	1.88E-05	-1.46E-05	0.00520145	-0.00671233	-0.00424763	0.00557791	-7.83E-06	5.10E-06	7.54039	0.834461015	9.03624
0	-1500	1	1.49E-05	-1.50E-05	0.00512385	-0.00668704	-0.00515653	0.00675778	-1.76E-05	7.60E-06	9.0696	0.996766685	9.09902
1000	-1500	1	9.32E-05	-0.000263593	0.00957467	-0.012277	-0.00969996	0.0122507	1.26E-05	-1.33E-05	30.8127	3.455105505	8.91802
2000	-1500	1	-9.46E-05	0.000137237	0.00561295	-0.00588342	-0.00361193	0.00422325	2.25E-05	-3.51E-07	5.72269	0.659185206	8.68146
3000	-1500	1	1.01E-05	0.000335083	0.00777349	-0.00426692	-0.00626455	0.00602868	2.10E-05	-2.17E-05	9.76386	0.987288628	9.88957
4000	-1500	1	1.37E-05	0.000440157	0.00939434	-0.00326417	-0.00765144	0.00570176	3.40E-05	-6.72E-05	12.0199	0.986199654	12.1881
5000	-1500	1	-7.15E-05	0.000376276	0.00955355	-0.00320909	-0.00863851	0.00521179	0.000100114	-9.17E-05	12.8756	0.985246855	13.0684
6000	-1500	1	1.82E-05	0.000212394	0.00955566	-0.00326196	-0.00922076	0.0047307	-1.05E-05	-5.32E-05	13.2542	0.988227049	13.4121
7000	-1500	1	-3.15E-05	0.000157011	0.00956305	-0.00331741	-0.00954375	0.00436598	2.54E-05	-5.24E-05	13.4546	0.991576325	13.5689
8000	-1500	1	-2.76E-05	0.000102281	0.00948136	-0.00332612	-0.0096803	0.004081	5.05E-06	-3.66E-05	13.3691	0.982025592	13.6138
9000	-1500	1	-1.42E-05	0.000109715	0.0181156	-0.00641489	-0.0097124	0.00391629	2.60E-06	-2.33E-05	25.4893	1.876517488	13.5833
-9000	0	1	-4.24E-06	-2.12E-06	0.00951319	-0.00334623	-0.0097283	0.00398575	4.79E-06	1.80E-06	13.4276	0.985381748	13.6268
-8000	0	1	8.25E-06	-4.34E-06	0.00962937	-0.00335069	-0.00959203	0.00423964	-7.80E-06	-2.81E-06	13.5421	0.994419192	13.6181
-7000	0	1	4.18E-06	5.42E-07	0.00431931	-0.00149932	-0.00883903	0.00417609	-1.17E-05	-5.30E-06	5.6609	0.418173625	13.5372
-6000	0	1	4.23E-06	6.05E-06	0.00955144	-0.00325205	-0.00892889	0.00502368	-9.31E-06	-6.04E-06	13.0922	0.984013409	13.3049
-5000	0	1	3.01E-06	6.74E-06	0.0163055	-0.00559491	-0.0139093	0.00951074	-5.48E-06	-8.23E-06	36.7888	2.884423293	12.7543
-4000	0	1	-1.68E-05	1.32E-05	0.00401058	-0.00162997	-0.00317698	0.00270861	2.47E-05	-9.99E-06	2.289	0.202430224	11.3076
-3000	0	1	4.49E-05	-3.38E-05	0.00648413	-0.00529416	-0.00580853	0.00621499	-4.67E-05	2.14E-05	9.01844	1.007136045	8.95454
-2000	0	1	4.03E-06	-3.35E-06	0.00243511	-0.00290579	-0.002402	0.00295414	-2.64E-06	7.70E-07	1.82819	0.207622874	8.80534
-1000	0	1	1.15E-05	-3.15E-06	0.00528058	-0.00678951	-0.00508118	0.00665673	-7.82E-06	6.32E-06	9.12275	1.004626275	9.08074
0	0	1	-1.03E-05	1.80E-05	0.0043096	-0.00554117	-0.00417662	0.00546567	1.47E-05	-1.46E-05	6.11564	0.668633179	9.14648
1000	0	1	-6.90E-06	4.97E-06	0.00430976	-0.00541379	-0.00344018	0.00437711	6.72E-07	-4.52E-07	4.8791	0.544471921	8.96116
2000	0	1	3.08E-05	-3.07E-05	0.00661757	-0.00711544	-0.00641372	0.00749839	-3.10E-05	1.61E-05	12.1432	1.393035282	8.71708
3000	0	1	-1.61E-05	2.60E-05	0.00926017	-0.00501111	-0.00738619	0.00717447	1.89E-05	-2.29E-05	13.7313	1.38190927	9.93647
4000	0	1	1.33E-06	-1.24E-06	0.009335	-0.00330044	-0.00764846	0.00576901	2.86E-06	6.10E-08	12.0137	0.982924794	12.2224
5000	0	1	2.06E-06	-3.08E-06	0.009643	-0.00325954	-0.00860594	0.0052915	-2.25E-06	4.95E-06	13.0241	0.994661677	13.094
6000	0	1	-0.000167141	6.00E-05	0.0067859	-0.00225635	-0.00414287	0.00217613	4.53E-05	-6.09E-06	4.23741	0.314941358	13.4546
7000	0	1	-9.96E-06	-1.41E-05	0.0092131	-0.0030348	-0.00648924	0.00295683	4.23E-06	4.76E-06	8.76081	0.644556357	13.592
8000	0	1	0.000151095	-5.82E-05	0.00675477	-0.00228844	-0.00435866	0.00185592	-2.73E-05	7.64E-06	4.27849	0.313881695	13.6309
9000	0	1	-3.83E-05	-8.79E-06	0.0182162	-0.00640557	-0.013999	0.00566897	-8.26E-07	-1.33E-06	36.9365	2.716638228	13.5964
-9000	1500	1	-2.86E-05	8.13E-05	0.00950626	-0.00332948	-0.0146687	0.00573778	9.40E-05	-4.85E-05	20.0928	1.477335725	13.6007
-8000	1500	1	5.02E-05	0.000125835	0.00953478	-0.00331083	-0.00961604	0.00421405	-3.24E-05	-4.53E-05	13.4219	0.987797788	13.5877
-7000	1500	1	-6.89E-06	0.000205027	0.00956714	-0.00327913	-0.00945187	0.00456307	-2.16E-05	-7.26E-05	13.4455	0.995233125	13.5099
-6000	1500	1	-2.00E-05	0.000303342	0.00957684	-0.00322709	-0.00895723	0.00495635	1.39E-05	-8.93E-05	13.1045	0.987513376	13.2702
-5000	1500	1	1.16E-05	0.000408375	0.00953599	-0.00319598	-0.00818536	0.00546241	1.23E-05	-8.67E-05	12.5371	0.984962879	12.7285
-4000	1500	1	3.76E-05	0.000435236	0.00895162	-0.00353466	-0.00697177	0.00590762	3.08E-06	-4.78E-05	11.14	0.987974032	11.2756
-3000	1500	1	-7.17E-05	0.000277997	0.00795216	-0.00664618	-0.00728006	0.00773907	6.56E-05	-2.73E-05	13.9439	1.564166159	8.91459
-2000	1500	1	-6.61E-05	9.10E-05	0.00675774	-0.00793354	-0.0052288	0.00645504	2.15E-05	-8.00E-06	10.9643	1.251071152	8.76393
-1000	1500	1	-1.16E-05	-1.24E-07	0.00302244	-0.00393394	-0.00511669	0.00669886	-5.16E-05	5.71E-05	5.29637	0.586264265	9.0341
0	1500	1	2.45E-05	-3.75E-05	0.00738649	-0.0097624	-0.00726189	0.00947043	1.43E-05	-1.42E-05	18.5035	2.033358352	9.09997
1000	1500	1	2.72E-05	-1.25E-05	0.00512279	-0.00649809	-0.00659754	0.00834033	-4.19E-06	-5.05E-06	11.1446	1.249243365	8.92108
2000	1500	1	3.65E-05	-0.000109657	0.0056734	-0.00594543	-0.00356961	0.00419678	-5.40E-06	-7.10E-06	5.73443	0.660242431	8.68534
3000	1500	1	3.21E-06	-0.000339254	0.00776585	-0.00426585	-0.00624935	0.00600693	-2.31E-05	2.62E-05	9.72662	0.983135341	9.89347
4000	1500	1	-1.45E-05	-0.000443056	0.00933049	-0.00325116	-0.00766123	0.00571296	-3.65E-05	7.03E-05	11.9601	0.981269076	12.1884
5000	1500	1	2.14E-05	-0.000581952	0.0163004	-0.00550866	-0.0146882	0.00892456	-7.16E-05	0.000142831	37.4558	2.86631057	13.0676
6000	1500	1	6.09E-05	-0.00024591	0.00949459	-0.00324258	-0.00923021	0.00473416	-6.62E-05	7.88E-05	13.181	0.982813257	13.4115
7000	1500	1	4.12E-05	-0.000158915	0.00953989	-0.00330155	-0.00960853	0.00439661	-2.27E-05	5.79E-05	13.5102	0.995703283	13.5685
8000	1500	1	2.71E-06	-0.000100981	0.0095819	-0.00334137	-0.00967933	0.00408088	2.02E-05	3.58E-05	13.5011	0.991685213	13.6143
9000	1500	1	2.34E-05	-6.62E-05	0.00960897	-0.00336711	-0.00971582	0.00386023	-1.40E-05	2.42E-05	13.4817	0.992549456	13.5829
-9000	3000	1	-5.84E-05	0.000123061	0.00811279	-0.00240975	-0.00489356	0.00179543	0.000107686	-4.34E-05	5.58585	0.412364627	13.5459
-8000	3000	1	-0.000176959	0.000214855	0.00813927	-0.00239415	-0.00167943	0.000738478	9.26E-06	-1.57E-05	1.97112	0.145659307	13.5324
-7000	3000	1	-8.41E-05	0.000530913	0.0146106	-0.00475781	-0.00933905	0.00434463	4.50E-05	-0.000145471	20.0489	1.4921111	13.4366
-6000	3000	1	3.54E-05	0.00057737	0.00967214	-0.00319623	-0.00901821	0.0047048	3.25E-05	-0.000207898	13.1326	0.993411348	13.2197
-5000	3000	1	0.000150088	0.000835816	0.00953853	-0.0030851	-0.00830705	0.00515054	1.27E-05	-0.000253429	12.4303	0.981336891	12.6667
-4000	3000	1	0.00041416	0.0014936	0.0132115	-0.00481008	-0.0130802	0.0106911	3.38E-05	-0.000422054	30.1377	2.692837613	11.1918
-3000	3000	1	7.20E-05	0.000504633	0.0064807	-0.00515844	-0.010886	0.0112972	9.62E-05	-0.000269444	16.4563	1.886351027	8.72388
-2000	3000	1	-5.40E-05	7.98E-05	0.00531888	-0.00629037	-0.0099208	0.011933	9.10E-05	-0.000179897	16.1882	1.897762642	8.53015
-1000	3000	1	-0.000107198	-0.000160481	0.00739862	-0.00943422	-0.00960304	0.0119293	5.15E-05	-9.61E-05	23.2545	2.65371751	8.76299
0	3000	1	1.77E-05	-8.71E-06	0.00517532	-0.0065565	-0.0050614	0.00644734	-8.06E-06	1.50E-05	8.67135	0.983647004	8.81551
1000	3000	1	3.57E-05	-4.91E-05	0.00341899	-0.00420331	-0.00517015	0.00626149	-2.57E-05	5.80E-05	5.5718	0.643458819	8.65914
2000	3000	1	6.23E-05	-0.000512375	0.00972883	-0.00991899	-0.00729324	0.00829807	-5.56E-05	0.000180346	19.4342	2.294436692	8.47014
3000	3000	1	-0.000159504	-0.00083275	0.00782237	-0.00405301	-0.00631813	0.00581834	-6.22E-05	0.000192576	9.58856	0.982535096	9.759
4000	3000	1	-0.000211395	-0.000988575	0.00953163	-0.00313981	-0.00512334	0.00364469	-1.37E-05	0.000146548	8.0043	0.660333619	12.1216
5000	3000	1	-9.64E-05	-0.000713625	0.00962113	-0.00315951	-0.00872629	0.00490389	-7.77E-06	0.000234451	12.8541	0.988891026	12.9985
6000	3000	1	-2.25E-06	-0.00047199	0.0095271	-0.0032309	-0.00927746	0.00452085	-3.47E-05	0.000180476	13.1556	0.984612161	13.3612
7000	3000	1	6.09E-05	-0.000506236	0.0163267	-0.00567739	-0.0162226	0.00721548	-7.00E-05	0.000212959	38.8753	2.878521766	13.5053
8000	3000	1	5.14E-05	-0.000182923	0.00951659	-0.0033322	-0.00967364	0.00397371	-4.11E-05	7.90E-05	13.3555	0.985347607	13.5541
9000	3000	1	4.96E-05	-0.00011206	0.00956019	-0.00336614	-0.00972612	0.00379917	-3.09E-05	4.56E-05	13.4037	0.99052609	13.5319
-9000	4500	1	-5.36E-05	0.000170739	0.00953859	-0.00336747	-0.0097296	0.00374234	2.18E-05	-8.78E-05	13.356	0.990970269	13.4777
-8000	4500	1	-4.98E-05	0.000180376	0.00634079	-0.00225162	-0.00967005	0.00390028	8.10E-05	-0.00014501	8.88614	0.659625135	13.4715
-7000	4500	1	-3.92E-06	0.000329905	0.00639088	-0.00222568	-0.00949621	0.0040656	7.72E-05	-0.000232143	8.8586	0.661079685	13.4002
-6000	4500	1	0.00010589	0.000739081	0.00964929	-0.00324558	-0.00921979	0.00424349	-4.00E-07	-0.000369976	13.1151	0.990581429	13.2398
-5000	4500	1	0.000419291	0.00117265	0.00972071	-0.00313822	-0.00876202	0.00441782	-0.000134185	-0.00056805	12.785	0.991062223	12.9003
-4000	4500	1	0.000881619	0.00157237	0.0093781	-0.00325253	-0.00790288	0.0045443	-0.000351814	-0.000799616	11.6595	0.989913655	11.7783
-3000	4500	1	0.000333328	0.000879445	0.00698203	-0.00476956	-0.00691913	0.00469901	-0.00036879	-0.000823586	9.05562	0.993135714	9.11821
-2000	4500	1	-2.58E-05	0.000276935	0.00591977	-0.00580436	-0.00650585	0.00489007	-0.000163467	-0.000556942	8.55272	0.994919961	8.59639
-1000	4500	1	-3.46E-05	6.18E-05	0.00577763	-0.00612239	-0.00639294	0.00502692	-4.08E-05	-0.000235227	8.67021	0.997431131	8.69254
0	4500	1	3.14E-05	-3.20E-05	0.00576984	-0.00616557	-0.00638542	0.00505916	4.23E-06	8.66E-05	8.71242	0.998745896	8.72336
1000	4500	1	6.27E-05	-0.000145489	0.00579435	-0.00600371	-0.00749055	0.00590466	8.75E-05	0.000446159	10.0783	1.165907195	8.64417
2000	4500	1	-8.23E-05	-0.000512955	0.00623758	-0.00541973	-0.00667451	0.00480322	0.000265776	0.000704603	8.63982	0.995399637	8.67975
3000	4500	1	-0.000731332	-0.0013582	0.00830268	-0.00388609	-0.00733145	0.00463398	0.000418251	0.000863721	10.257	0.991924955	10.3405
4000	4500	1	-0.000702999	-0.00142117	0.0096886	-0.00310861	-0.00834148	0.00445288	0.000267308	0.000686284	12.3332	0.984576574	12.5264
5000	4500	1	-0.000241647	-0.000931641	0.00972543	-0.00321421	-0.0090374	0.0043269	7.21E-05	0.000470758	13.0527	0.996138377	13.1033
6000	4500	1	-2.50E-05	-0.000463894	0.00792286	-0.00268278	-0.00617086	0.00273022	-9.55E-06	0.000199213	7.15743	0.53669991	13.336
7000	4500	1	3.93E-05	-0.000359243	0.00949931	-0.00323609	-0.00627383	0.00260646	-2.91E-05	0.000123022	8.6376	0.642401345	13.4458
8000	4500	1	5.12E-05	-0.000193211	0.00790561	-0.00274049	-0.0063611	0.00251929	-3.29E-05	7.45E-05	7.25072	0.537939119	13.4787
9000	4500	1	4.47E-05	-0.000136056	0.00966903	-0.00340505	-0.00808578	0.00310181	-2.39E-05	5.29E-05	11.2439	0.835611145	13.4559
-9000	6000	1	-4.93E-05	0.000154003	0.00950067	-0.00339293	-0.00970406	0.00364237	3.00E-05	-9.17E-05	13.244	0.988527882	13.3977
-8000	6000	1	-5.78E-05	0.000247564	0.00952735	-0.00340113	-0.00965356	0.00370412	6.30E-05	-0.00016218	13.2492	0.987743782	13.4136
-7000	6000	1	-3.51E-05	0.000500081	0.0130125	-0.00468849	-0.0163682	0.00649599	6.88E-05	-0.000467925	30.8665	2.308569676	13.3704
-6000	6000	1	7.31E-05	0.000594606	0.00967874	-0.00352775	-0.016288	0.00654972	-8.37E-05	-0.000756733	22.9557	1.725564334	13.3033
-5000	6000	1	0.000355433	0.00117286	0.0129701	-0.0048354	-0.0127935	0.00510246	-0.00029065	-0.00097549	24.3028	1.839797116	13.2095
-4000	6000	1	0.000416482	0.000974937	0.00915738	-0.00376501	-0.00953636	0.00337934	-0.000572092	-0.00109945	12.8517	0.987961532	13.0083
-3000	6000	1	0.000250906	0.000712025	0.00841601	-0.00450382	-0.00964353	0.00301684	-0.000747133	-0.0012862	12.3574	0.995954093	12.4076
-2000	6000	1	4.84E-05	0.000354681	0.00794813	-0.00519459	-0.00952534	0.00297164	-0.000426131	-0.000940149	12.0438	1.005510194	11.9778
-1000	6000	1	-5.26E-06	6.90E-05	0.00548217	-0.00381359	-0.00426909	0.00137044	-6.56E-05	-0.000184644	3.79364	0.319593604	11.8702
0	6000	1	4.44E-06	-3.67E-05	0.00752447	-0.00519197	-0.00425018	0.00137493	1.94E-05	6.33E-05	5.17232	0.435806006	11.8684
1000	6000	1	3.81E-06	-0.000135152	0.00551239	-0.00373814	-0.00428727	0.00136227	0.00011703	0.000308626	3.79943	0.319027827	11.9094
2000	6000	1	-5.38E-05	-0.000529822	0.0081004	-0.00489925	-0.00953229	0.00296696	0.000530867	0.00118106	12.0527	0.992653539	12.1419
3000	6000	1	-0.000913763	-0.0014439	0.0151377	-0.00702247	-0.0164959	0.00535612	0.00158353	0.00208866	37.1633	2.908267794	12.7785
4000	6000	1	-0.000285021	-0.000950322	0.00937867	-0.0035887	-0.00946164	0.00358112	0.000318514	0.00091806	12.988	0.989592064	13.1246
5000	6000	1	-0.000143639	-0.000710339	0.00957745	-0.0034601	-0.00945696	0.00375088	0.000103313	0.000563154	13.1708	0.993355407	13.2589
6000	6000	1	-5.85E-06	-0.000483412	0.00953912	-0.00340634	-0.00955517	0.00378237	-1.42E-05	0.000348552	13.1991	0.988526321	13.3523
7000	6000	1	8.20E-05	-0.000535275	0.0163725	-0.00585051	-0.0163972	0.00643244	-6.79E-05	0.000361549	38.7983	2.894790641	13.4028
8000	6000	1	6.05E-05	-0.000204824	0.00954823	-0.00339106	-0.00966919	0.00367331	-5.34E-05	0.000127222	13.2744	0.989452813	13.4159
9000	6000	1	5.13E-05	-0.000129095	0.00967109	-0.00342101	-0.00963431	0.00358986	-3.88E-05	7.16E-05	13.3579	0.997543089	13.3908
-9000	7500	1	-3.57E-05	0.000122995	0.00961661	-0.00344052	-0.00964261	0.00354276	2.39E-05	-7.78E-05	13.2889	0.996707368	13.3328
-8000	7500	1	-8.80E-05	0.000188278	0.0096542	-0.00346886	-0.00640209	0.00240503	4.67E-05	-9.36E-05	8.8854	0.664905638	13.3634
-7000	7500	1	-7.60E-05	0.000269554	0.0096183	-0.00349281	-0.00961811	0.00358497	7.51E-05	-0.000220621	13.305	0.996427689	13.3527
-6000	7500	1	-3.42E-05	0.00035863	0.00960752	-0.00356265	-0.00957654	0.00355533	4.39E-05	-0.000339226	13.2663	0.994833223	13.3352
-5000	7500	1	1.24E-05	0.000443662	0.00959931	-0.00371182	-0.0063743	0.0023299	-6.30E-06	-0.000302724	8.85982	0.667210386	13.2789
-4000	7500	1	0.000184606	0.00060203	0.0130552	-0.00540753	-0.0133714	0.0045757	-0.000283287	-0.000772427	25.3585	1.920312902	13.2054
-3000	7500	1	9.35E-05	0.000533024	0.0128946	-0.00578166	-0.00958604	0.00318623	-0.00019124	-0.000624905	18.1229	1.384674745	13.0882
-2000	7500	1	1.56E-05	0.000239713	0.00906802	-0.00451613	-0.00960313	0.00312405	-0.000131755	-0.000485689	12.9704	0.999275798	12.9798
-1000	7500	1	-5.24E-05	0.000112346	0.00895305	-0.00469292	-0.00958925	0.00309783	-8.18E-06	-0.000243617	12.9027	0.99670923	12.9453
0	7500	1	6.05E-05	-4.87E-05	0.00892454	-0.00472358	-0.00958064	0.00309345	-3.70E-05	0.000105354	12.8747	0.996709813	12.9172
1000	7500	1	-2.74E-05	-0.000174917	0.00899501	-0.00462095	-0.00959706	0.00310944	0.000114979	0.000362076	12.9287	0.997669555	12.9589
